customerid,churn,customer_tenure,account_contract,account_charges_monthly,account_charges_total,internet_internetservice,internet_onlinesecurity,internet_techsupport,internet_deviceprotection,cuentas_diarias
5060-TQUQN,0,30,Month-to-month,83.55,2570.2,Fiber optic,0,1,0,2.78
5061-PBXFW,0,32,Month-to-month,61.4,1864.65,DSL,1,1,0,2.05
5062-CJJKH,0,25,One year,53.65,1355.45,DSL,0,0,1,1.79
5063-IUOKK,0,13,Two year,19.75,265.75,No,0,0,0,0.66
5066-GFJMM,0,3,Month-to-month,19.9,45.75,No,0,0,0,0.66
5067-DGXLL,0,2,Month-to-month,20.25,36.8,No,0,0,0,0.68
5067-WJEUN,0,67,Two year,54.2,3838.2,DSL,1,0,0,1.81
5067-XJQFU,0,66,One year,108.45,7076.35,Fiber optic,0,1,1,3.62
5071-FBJFS,0,4,Month-to-month,50.3,217.1,DSL,1,0,0,1.68
5073-RZGBK,0,50,One year,80.05,4042.2,DSL,1,1,1,2.67
5073-WXOYN,1,60,Month-to-month,50.8,3027.4,DSL,0,0,0,1.69
5074-FBGHB,0,64,One year,104.65,6889.8,Fiber optic,0,1,1,3.49
5075-JSDKI,0,59,Two year,24.45,1493.1,No,0,0,0,0.82
5076-YVXCM,0,51,Month-to-month,83.4,4149.45,Fiber optic,0,0,0,2.78
5077-DXTCG,1,1,Month-to-month,45.3,45.3,DSL,0,0,0,1.51
5081-NWSUP,0,10,One year,64.9,685.55,DSL,0,1,0,2.16
5084-OOVCJ,0,17,Month-to-month,55.35,920.5,DSL,1,1,0,1.84
5087-SUURX,1,18,Month-to-month,39.05,669.85,DSL,0,0,1,1.3
5088-QZLRL,0,1,Month-to-month,20.65,20.65,No,0,0,0,0.69
5089-IFSDP,1,58,Two year,109.45,6144.55,Fiber optic,1,0,1,3.65
5090-EMGTC,0,59,Two year,100.05,6034.85,Fiber optic,0,1,0,3.34
5091-HFAZW,0,2,Month-to-month,91.15,168.5,Fiber optic,1,0,0,3.04
5092-STPKP,0,24,Month-to-month,56.35,1381.2,DSL,1,1,0,1.88
5093-FEGLU,0,47,Two year,19.65,921.55,No,0,0,0,0.65
5095-AESKG,1,3,Month-to-month,91.5,242.95,Fiber optic,0,0,0,3.05
5095-ETBRJ,0,55,Two year,56.8,3112.05,DSL,1,1,0,1.89
5099-BAILX,1,43,Month-to-month,110.75,4687.9,Fiber optic,0,1,1,3.69
5103-MHMHY,1,1,Month-to-month,45.95,45.95,DSL,0,0,0,1.53
5108-ADXWO,1,11,Month-to-month,73.5,791.75,Fiber optic,1,0,0,2.45
5110-CHOPY,0,60,Two year,53.6,3237.05,DSL,1,0,1,1.79
5115-GZDEL,0,72,Two year,67.2,4671.7,DSL,1,1,1,2.24
5115-SQAAU,0,69,Two year,25.6,1673.4,No,0,0,0,0.85
5117-IFGPS,0,29,Month-to-month,84.3,2357.75,Fiber optic,0,0,0,2.81
5117-ZSMHQ,0,71,Two year,89.9,6342.7,DSL,1,1,1,3.0
5118-MUEYH,0,48,Month-to-month,105.1,5083.55,Fiber optic,0,1,0,3.5
5119-KEPFY,0,36,Month-to-month,95.0,3440.25,Fiber optic,0,0,0,3.17
5119-NZPTV,0,2,Month-to-month,70.1,141.65,Fiber optic,0,0,0,2.34
5120-ZBLAI,0,50,One year,75.7,3876.2,DSL,0,0,1,2.52
5122-CYFXA,0,3,Month-to-month,75.3,244.1,DSL,0,1,0,2.51
5124-EOGYE,0,31,Two year,20.45,638.55,No,0,0,0,0.68
5125-CNDSP,0,63,One year,40.6,2588.95,DSL,1,1,0,1.35
5126-RCXYW,0,54,Two year,46.0,2424.05,DSL,0,1,1,1.53
5127-BZENZ,0,56,One year,65.2,3512.15,DSL,1,0,0,2.17
5129-HHMZC,0,43,Two year,86.45,3574.5,DSL,1,1,0,2.88
5129-JLPIS,0,25,Month-to-month,105.5,2686.05,Fiber optic,1,1,1,3.52
5130-IEKQT,1,25,Month-to-month,105.95,2655.25,Fiber optic,0,0,1,3.53
5130-YPIRV,0,62,Two year,72.0,4284.2,DSL,1,0,1,2.4
5131-PONJI,0,49,Month-to-month,90.4,4494.65,Fiber optic,0,0,1,3.01
5133-POWUA,0,1,Month-to-month,45.8,45.8,DSL,0,0,0,1.53
5133-VRSAB,0,8,Month-to-month,29.35,216.45,DSL,1,0,0,0.98
5134-IKDAY,1,1,Month-to-month,69.8,69.8,Fiber optic,0,0,0,2.33
5135-GRQJV,0,72,Two year,114.5,8331.95,Fiber optic,1,1,1,3.82
5135-RDDQL,0,63,Two year,50.65,3221.25,DSL,1,0,0,1.69
5136-GFPMB,0,54,Month-to-month,89.4,4869.5,Fiber optic,0,0,1,2.98
5136-KCKGI,1,33,One year,103.7,3467.0,Fiber optic,1,0,1,3.46
5136-RGMZO,0,31,Month-to-month,71.05,2168.15,DSL,0,1,0,2.37
5138-WVKYJ,1,10,Month-to-month,98.55,1008.55,Fiber optic,1,0,0,3.28
5140-FOMCQ,0,59,One year,109.15,6557.75,Fiber optic,1,0,1,3.64
5141-ZUVBH,0,9,Month-to-month,93.0,870.25,Fiber optic,1,1,1,3.1
5143-EGQFK,1,10,Month-to-month,29.65,291.4,DSL,0,1,0,0.99
5143-WMWOG,1,1,Month-to-month,19.95,19.95,No,0,0,0,0.66
5144-PQCDZ,0,4,Month-to-month,19.95,59.25,No,0,0,0,0.66
5144-TVGLP,0,38,Month-to-month,94.75,3653.0,Fiber optic,0,0,0,3.16
5146-CBVOE,0,16,Month-to-month,75.1,1212.85,Fiber optic,0,0,0,2.5
5146-YYFRZ,0,67,Two year,19.95,1311.75,No,0,0,0,0.66
5148-HKFIR,0,20,Two year,19.7,406.95,No,0,0,0,0.66
5148-ORICT,0,64,Two year,74.35,4759.55,DSL,1,1,1,2.48
5149-CUZUJ,0,28,One year,92.9,2768.35,Fiber optic,0,1,1,3.1
5149-QYTTU,0,71,One year,95.15,6770.85,Fiber optic,1,1,1,3.17
5149-TGWDZ,0,21,One year,104.55,2239.4,Fiber optic,0,1,1,3.48
5150-ITWWB,0,3,Month-to-month,94.85,335.75,Fiber optic,0,0,0,3.16
5150-LJNSR,0,31,One year,98.05,3082.1,Fiber optic,1,0,1,3.27
5151-HQRDG,0,37,Month-to-month,55.05,2030.75,DSL,1,0,0,1.84
5153-LXKDT,0,68,Two year,110.2,7467.5,Fiber optic,1,0,1,3.67
5153-RTHKF,0,34,Month-to-month,85.35,2896.6,Fiber optic,0,0,0,2.84
5154-VEKBL,1,9,Month-to-month,58.5,539.85,DSL,1,1,1,1.95
5155-AZQPB,0,28,Month-to-month,49.9,1410.25,DSL,0,0,0,1.66
5156-UMKOW,0,3,Month-to-month,29.65,90.05,DSL,0,0,0,0.99
5158-RIVOP,0,11,Two year,20.9,202.3,No,0,0,0,0.7
5159-YFPKQ,1,2,Month-to-month,75.8,160.75,Fiber optic,0,0,1,2.53
5160-UXJED,0,17,One year,44.6,681.4,DSL,0,0,0,1.49
5161-UBZXI,0,69,Two year,106.35,7261.75,Fiber optic,1,1,0,3.54
5161-XEUVX,0,37,Two year,94.3,3460.95,Fiber optic,0,1,1,3.14
5167-GBFRE,1,4,Month-to-month,25.2,102.5,DSL,0,0,0,0.84
5167-ZFFMM,1,1,Month-to-month,90.85,90.85,Fiber optic,0,0,0,3.03
5168-MQQCA,0,72,One year,108.5,8003.8,Fiber optic,0,1,1,3.62
5168-MSWXT,0,8,Month-to-month,94.75,759.55,Fiber optic,0,0,1,3.16
5170-PTRKA,0,49,One year,35.8,1782.0,DSL,1,1,0,1.19
5171-EPLKN,0,27,Two year,19.85,470.0,No,0,0,0,0.66
5172-MIGPM,0,4,Month-to-month,65.55,237.2,DSL,0,1,0,2.18
5172-RKOCB,0,72,Two year,108.95,7875.0,Fiber optic,1,1,0,3.63
5173-WXOQV,0,2,Month-to-month,64.2,143.65,DSL,0,1,0,2.14
5173-ZXXXL,0,2,One year,19.95,47.7,No,0,0,0,0.66
5174-ITUMV,0,67,One year,105.4,6989.45,Fiber optic,0,0,1,3.51
5174-RNGBH,1,9,Month-to-month,66.25,620.55,DSL,0,1,0,2.21
5175-AOBHI,1,4,Month-to-month,46.0,193.6,DSL,0,0,0,1.53
5175-WLYXL,0,22,Month-to-month,78.85,1600.25,Fiber optic,0,0,0,2.63
5176-LDKUH,0,48,One year,75.15,3772.65,Fiber optic,0,0,0,2.51
5176-LMJXE,0,47,Two year,20.55,945.7,No,0,0,0,0.68
5176-OLSKT,0,66,Two year,66.9,4370.25,DSL,1,0,1,2.23
5177-RVZNU,0,37,One year,20.3,755.4,No,0,0,0,0.68
5178-LMXOP,1,1,Month-to-month,95.1,95.1,Fiber optic,0,0,0,3.17
5180-UCIIQ,1,22,Month-to-month,40.05,880.2,DSL,1,0,0,1.34
5181-OABFK,0,56,Two year,61.3,3346.8,DSL,1,0,1,2.04
5183-KLYEM,0,72,Two year,112.75,8192.6,Fiber optic,1,1,1,3.76
5183-SNMJQ,0,10,Month-to-month,95.1,865.1,Fiber optic,0,1,0,3.17
5186-EJEGL,0,9,Month-to-month,69.5,653.25,DSL,1,1,1,2.32
5186-PEIZU,0,35,Month-to-month,19.25,617.65,No,0,0,0,0.64
5186-SAMNZ,1,1,Month-to-month,69.5,69.5,Fiber optic,0,0,0,2.32
5188-HGMLP,0,54,Month-to-month,74.0,3919.15,Fiber optic,0,0,0,2.47
5192-EBGOV,1,1,Month-to-month,85.7,85.7,Fiber optic,0,0,0,2.86
5193-QLVZB,0,63,Two year,104.75,6536.5,Fiber optic,0,0,1,3.49
5195-KPUNQ,0,53,One year,96.75,5206.55,Fiber optic,1,1,0,3.22
5196-SGOAK,1,1,Month-to-month,75.7,75.7,Fiber optic,0,0,0,2.52
5196-WPYOW,0,67,One year,60.05,3994.05,DSL,1,1,0,2.0
5197-LQXXH,0,71,Two year,83.3,5894.5,DSL,0,1,1,2.78
5197-PYEPU,0,42,One year,94.45,3923.8,Fiber optic,1,0,0,3.15
5197-YPYBZ,0,12,Two year,25.25,274.7,No,0,0,0,0.84
5198-EFNBM,0,57,One year,90.65,5199.8,Fiber optic,0,0,1,3.02
5198-HQAEN,0,35,One year,89.7,3165.6,Fiber optic,0,1,0,2.99
5199-FPUSP,0,33,One year,34.05,1113.95,DSL,1,1,0,1.14
5201-CBWYG,0,62,One year,24.8,1476.25,No,0,0,0,0.83
5201-FRKKS,0,25,Month-to-month,74.3,1952.25,Fiber optic,1,0,0,2.48
5201-USSQZ,0,26,Month-to-month,85.9,2196.45,Fiber optic,0,1,0,2.86
5202-IVJNU,1,39,Month-to-month,30.1,1131.3,DSL,0,0,1,1.0
5203-XEHAX,0,34,One year,64.35,2053.05,DSL,1,0,0,2.14
5204-HMGYF,0,49,One year,87.2,4345.0,DSL,1,1,1,2.91
5204-QZXPU,1,19,Month-to-month,39.65,733.35,DSL,0,0,1,1.32
5206-HPJKM,0,17,Month-to-month,55.5,934.15,DSL,1,0,0,1.85
5206-XZZQI,0,53,Month-to-month,80.6,4348.1,Fiber optic,0,1,0,2.69
5207-PLSTK,0,1,Month-to-month,48.75,48.75,DSL,1,0,0,1.62
5208-FVQKB,0,70,Two year,67.95,4664.15,DSL,1,1,0,2.26
5208-HFSBT,1,2,Month-to-month,55.05,102.75,DSL,0,1,0,1.84
5213-TWWJU,0,28,Month-to-month,91.0,2626.15,Fiber optic,0,1,1,3.03
5214-CHIWJ,0,27,One year,20.3,595.05,No,0,0,0,0.68
5214-NLTIT,0,72,Two year,90.8,6511.8,Fiber optic,0,0,1,3.03
5215-LNLDJ,0,7,Month-to-month,24.7,149.05,DSL,0,0,0,0.82
5216-WASFJ,0,31,Month-to-month,84.85,2633.4,Fiber optic,0,0,0,2.83
5219-YIPTK,1,33,Month-to-month,104.4,3409.6,Fiber optic,0,0,1,3.48
5220-AGAAX,0,68,Two year,24.0,1664.3,No,0,0,0,0.8
5222-IMUKT,0,32,Month-to-month,91.05,2871.5,Fiber optic,0,0,0,3.03
5222-JCXZT,0,4,Month-to-month,19.0,78.9,No,0,0,0,0.63
5223-UZAVK,0,64,One year,100.3,6603.8,Fiber optic,1,0,0,3.34
5226-NOZFC,0,26,Month-to-month,85.75,2146.5,Fiber optic,0,0,0,2.86
5227-JSCFE,0,71,Two year,46.35,3353.4,DSL,1,1,1,1.55
5228-EXCET,1,13,Month-to-month,80.85,1008.7,Fiber optic,0,0,0,2.7
5229-DTFYB,0,41,Two year,98.8,3959.15,Fiber optic,0,1,0,3.29
5229-PRWKT,1,8,Month-to-month,86.55,649.65,Fiber optic,0,0,0,2.88
5231-FIQPA,0,41,Two year,19.85,810.45,No,0,0,0,0.66
5232-NXPAY,0,47,Two year,74.45,3510.3,DSL,0,1,1,2.48
5233-AOZUF,0,29,Month-to-month,74.95,2149.05,Fiber optic,0,0,0,2.5
5233-GEEAX,1,8,Month-to-month,29.4,221.9,DSL,0,0,1,0.98
5236-PERKL,1,57,Two year,112.95,6465.0,Fiber optic,1,0,1,3.76
5236-XMZJY,0,42,Month-to-month,59.65,2536.55,DSL,1,0,1,1.99
5240-CAOYT,0,57,Month-to-month,87.55,4884.85,Fiber optic,1,1,0,2.92
5240-IJOQT,1,1,Month-to-month,74.7,74.7,Fiber optic,0,0,0,2.49
5242-UOWHD,0,45,Two year,20.35,929.2,No,0,0,0,0.68
5243-SAOTC,0,54,Month-to-month,79.85,4308.25,Fiber optic,0,0,0,2.66
5244-IRFIH,1,33,Month-to-month,94.5,3105.55,Fiber optic,0,0,0,3.15
5245-VDBUR,0,52,One year,35.45,1958.95,DSL,1,0,1,1.18
5248-KWLAR,0,71,Two year,90.35,6325.25,DSL,1,1,1,3.01
5248-RPYWW,0,72,Two year,90.15,6716.45,DSL,1,1,1,3.01
5248-YGIJN,0,72,Two year,90.25,6369.45,DSL,1,1,1,3.01
5249-QYHEX,0,40,Two year,24.8,1024.7,No,0,0,0,0.83
5256-SKJGO,0,64,Two year,54.6,3423.5,DSL,0,1,0,1.82
5260-UMPWX,0,26,Month-to-month,20.25,493.95,No,0,0,0,0.68
5261-QSHQM,1,4,Month-to-month,24.45,86.6,DSL,0,0,0,0.82
5266-PFRQK,0,52,One year,20.85,1071.6,No,0,0,0,0.7
5268-DSMNQ,0,62,One year,97.95,5936.55,Fiber optic,0,0,1,3.26
5269-NRGDP,0,42,One year,73.15,3088.25,DSL,0,1,1,2.44
5271-DBYSJ,0,11,Month-to-month,79.15,827.7,Fiber optic,0,0,0,2.64
5271-YNWVR,1,68,Two year,113.15,7856.0,Fiber optic,1,1,1,3.77
5274-XHAKY,0,41,Month-to-month,94.3,3893.6,Fiber optic,1,0,0,3.14
5275-PMFUT,0,72,Two year,64.8,4719.75,DSL,1,1,1,2.16
5275-SQEIZ,1,1,Month-to-month,80.85,80.85,Fiber optic,0,0,0,2.7
5276-KQWHG,1,2,Month-to-month,69.6,131.65,Fiber optic,0,0,0,2.32
5277-ZLOOR,1,2,Month-to-month,85.55,187.45,Fiber optic,0,0,0,2.85
5278-PNYOX,0,49,Two year,100.65,4917.75,Fiber optic,0,1,1,3.36
5281-BUZGT,1,36,Month-to-month,90.85,3186.7,Fiber optic,1,0,0,3.03
5285-MVEHD,0,56,One year,105.6,6068.65,Fiber optic,1,0,1,3.52
5286-YHCVC,0,72,Two year,104.8,7470.1,Fiber optic,0,0,1,3.49
5287-QWLKY,1,71,Month-to-month,105.1,7548.1,Fiber optic,1,0,0,3.5
5288-AHOUP,0,11,Month-to-month,78.5,874.2,Fiber optic,0,0,0,2.62
5293-WXJAK,1,11,Month-to-month,104.05,1133.65,Fiber optic,0,1,1,3.47
5294-CDGWY,1,51,One year,59.3,3014.65,DSL,1,0,1,1.98
5294-DMSFH,0,29,Month-to-month,87.8,2621.75,Fiber optic,0,0,0,2.93
5294-IMHHT,0,53,One year,97.75,5043.2,Fiber optic,0,1,0,3.26
5295-PCJOO,1,4,Month-to-month,49.4,184.4,DSL,1,0,0,1.65
5296-BFCYD,0,46,Two year,20.1,936.85,No,0,0,0,0.67
5296-PSYVW,0,72,Two year,24.55,1750.7,No,0,0,0,0.82
5297-MDOIR,0,63,One year,81.15,5224.5,Fiber optic,1,0,1,2.7
5298-GSTLM,0,60,One year,101.4,6176.6,Fiber optic,1,0,0,3.38
5299-RULOA,1,10,Month-to-month,100.25,1064.65,Fiber optic,1,0,0,3.34
5299-SJCZT,1,3,Month-to-month,101.55,298.35,Fiber optic,0,0,1,3.38
5301-GAUUY,1,32,Month-to-month,80.35,2596.15,Fiber optic,0,0,0,2.68
5302-BDJNT,0,35,Month-to-month,95.5,3418.2,Fiber optic,0,1,1,3.18
5304-EFJLP,0,72,Two year,111.65,8022.85,Fiber optic,0,1,1,3.72
5306-BVTKJ,0,48,One year,55.8,2651.2,DSL,0,0,1,1.86
5307-DZCVC,1,32,Month-to-month,85.95,2628.6,Fiber optic,0,0,0,2.86
5307-UVGNB,0,53,Month-to-month,48.7,2495.2,DSL,1,0,1,1.62
5309-TAIKL,0,7,Month-to-month,62.8,418.3,DSL,0,1,1,2.09
5310-NOOVA,0,46,Two year,19.95,907.05,No,0,0,0,0.66
5311-IHLEI,0,12,Month-to-month,50.95,605.75,DSL,1,1,0,1.7
5312-IRCFR,0,64,One year,92.85,5980.75,Fiber optic,0,0,1,3.1
5312-TSZVC,0,15,One year,19.65,270.6,No,0,0,0,0.65
5312-UXESG,0,41,Month-to-month,98.05,3990.6,Fiber optic,0,0,1,3.27
5313-FPXWG,0,51,One year,24.6,1266.4,No,0,0,0,0.82
5315-CKEQK,0,28,One year,51.0,1381.8,DSL,0,0,0,1.7
5317-FLPJF,0,66,Two year,61.35,4193.4,DSL,1,1,1,2.04
5318-IXUZF,1,2,Month-to-month,87.15,183.75,Fiber optic,0,0,0,2.9
5318-YKDPV,0,43,Two year,79.15,3566.6,DSL,1,1,1,2.64
5320-BRKGK,0,58,Two year,75.8,4415.75,DSL,1,1,1,2.53
5321-NTRKC,0,66,Two year,79.85,5234.95,DSL,0,0,1,2.66
5322-TEUJK,0,71,Two year,114.6,8100.25,Fiber optic,1,1,1,3.82
5322-ZSMZY,0,31,Two year,25.75,755.6,No,0,0,0,0.86
5324-KTGCG,0,71,One year,20.85,1539.75,No,0,0,0,0.7
5325-UWTWJ,0,31,Month-to-month,90.55,2929.75,Fiber optic,1,1,0,3.02
5327-CNLUQ,0,48,Two year,96.9,4473.45,Fiber optic,1,0,1,3.23
5327-XOKKY,0,72,Two year,73.45,5329.0,DSL,0,0,1,2.45
5329-KRDTM,0,72,Two year,77.35,5396.25,DSL,0,1,1,2.58
5331-RGMTT,0,54,Month-to-month,99.05,5295.7,Fiber optic,0,0,1,3.3
5334-AFQJB,0,72,Two year,25.1,1789.9,No,0,0,0,0.84
5334-JLAXU,0,60,Month-to-month,94.1,5475.9,Fiber optic,1,0,0,3.14
5336-UFNZP,0,65,One year,107.45,7047.5,Fiber optic,0,0,1,3.58
5337-IIWKZ,0,34,Month-to-month,44.85,1442.6,DSL,0,1,1,1.5
5338-YHWYT,0,37,Two year,61.45,2302.35,DSL,1,1,0,2.05
5339-PXDVH,0,4,Month-to-month,90.65,367.95,Fiber optic,1,0,0,3.02
5339-TJFEK,0,62,Month-to-month,105.5,6487.2,Fiber optic,1,0,0,3.52
5343-SGUBI,0,52,One year,80.2,4297.6,Fiber optic,0,0,0,2.67
5345-BMKWB,0,8,Month-to-month,20.25,158.35,No,0,0,0,0.68
5346-BZCHP,0,69,Two year,19.4,1346.2,No,0,0,0,0.65
5348-CAGXB,0,12,Month-to-month,89.55,1021.75,Fiber optic,0,0,1,2.98
5349-AZPEW,0,5,Month-to-month,25.05,125.5,DSL,0,0,0,0.84
5349-IECLD,1,2,Month-to-month,94.95,178.1,Fiber optic,0,0,1,3.16
5351-QESIO,0,1,Month-to-month,24.2,24.2,DSL,0,0,0,0.81
5353-WILCI,0,28,Month-to-month,56.05,1522.65,DSL,1,0,0,1.87
5356-CSVSQ,0,3,Month-to-month,64.6,174.2,DSL,0,1,0,2.15
5356-KZCKT,0,58,Two year,24.45,1513.6,No,0,0,0,0.82
5356-RHIPP,1,1,Month-to-month,20.2,20.2,No,0,0,0,0.67
5357-TZHPP,1,9,Month-to-month,84.4,732.5,Fiber optic,0,0,0,2.81
5360-LJCNJ,0,71,Two year,105.15,7555.0,Fiber optic,0,0,1,3.51
5360-XGYAZ,0,72,Two year,65.65,4664.5,DSL,1,1,1,2.19
5364-EVNIB,1,13,Month-to-month,79.8,973.45,Fiber optic,0,0,1,2.66
5364-XYIRR,1,51,Month-to-month,94.65,4812.75,Fiber optic,0,0,0,3.16
5365-LLFYV,0,2,Month-to-month,45.85,105.6,DSL,0,0,0,1.53
5366-IJEQJ,1,20,Month-to-month,88.7,1761.45,Fiber optic,0,0,1,2.96
5366-OBVMR,0,18,Month-to-month,50.3,908.75,DSL,0,1,0,1.68
5370-IIVVL,0,37,One year,104.5,3778.0,Fiber optic,0,1,0,3.48
5371-VYLSX,0,50,Month-to-month,83.4,4113.7,Fiber optic,1,0,0,2.78
5372-FBKBN,0,21,Month-to-month,20.75,452.2,No,0,0,0,0.69
5373-SFODM,1,36,Month-to-month,85.25,3132.75,Fiber optic,0,0,0,2.84
5375-XLDOF,0,69,Two year,114.35,7665.8,Fiber optic,1,1,1,3.81
5376-DEQCP,1,1,Month-to-month,70.6,70.6,Fiber optic,0,0,0,2.35
5376-PCKNB,0,72,One year,104.45,7459.0,Fiber optic,0,0,1,3.48
5377-NDTOU,0,71,Two year,91.05,6293.75,DSL,1,1,1,3.03
5378-IKEEG,1,1,Month-to-month,35.75,35.75,DSL,0,0,0,1.19
5380-AFSSK,1,5,Month-to-month,93.9,486.85,Fiber optic,0,0,0,3.13
5380-WJKOV,1,34,Month-to-month,106.35,3549.25,Fiber optic,0,0,1,3.54
5380-XPJNZ,0,38,One year,20.05,678.2,No,0,0,0,0.67
5382-SOYZL,0,22,Month-to-month,95.1,2162.6,Fiber optic,0,0,0,3.17
5382-TEMLV,0,45,Month-to-month,50.9,2298.55,DSL,1,0,0,1.7
5383-MMTWC,1,8,Month-to-month,84.0,613.4,Fiber optic,0,0,0,2.8
5384-ZTTWP,0,15,Month-to-month,19.8,272.95,No,0,0,0,0.66
5385-SUIRI,1,52,Month-to-month,104.2,5568.35,Fiber optic,1,0,1,3.47
5386-THSLQ,0,66,One year,45.55,3027.25,DSL,0,0,1,1.52
5387-ASZNZ,0,66,One year,63.85,4174.35,DSL,1,1,0,2.13
5389-FFVKB,1,32,Month-to-month,80.3,2483.05,Fiber optic,0,0,0,2.68
5392-AKEMH,0,12,Month-to-month,45.05,523.1,DSL,0,0,0,1.5
5393-HJZSM,0,32,Month-to-month,76.3,2404.15,DSL,1,1,1,2.54
5393-RXQSZ,1,1,Month-to-month,79.6,79.6,Fiber optic,0,0,0,2.65
5394-MEITZ,0,60,Two year,80.6,4946.7,DSL,0,1,1,2.69
5394-SVGJV,1,37,Month-to-month,98.8,3475.55,Fiber optic,0,1,0,3.29
5396-IZEPB,0,9,Month-to-month,19.7,180.7,No,0,0,0,0.66
5397-NSKQG,0,67,Two year,50.9,3281.65,DSL,1,0,0,1.7
5397-TUPSH,0,65,One year,70.95,4555.2,Fiber optic,0,0,0,2.37
5399-ZIMKF,0,5,Month-to-month,74.65,383.65,Fiber optic,0,0,0,2.49
5402-HTOTQ,0,16,Month-to-month,55.3,875.35,DSL,0,0,0,1.84
5404-GGUKR,0,5,Month-to-month,51.35,262.3,DSL,0,0,0,1.71
5405-ZMYXQ,0,8,Month-to-month,74.6,548.9,Fiber optic,0,0,0,2.49
5406-KGRMX,0,71,Two year,24.55,1719.15,No,0,0,0,0.82
5414-OFQCB,0,57,Two year,90.45,5229.8,Fiber optic,0,1,0,3.02
5419-CONWX,1,4,Month-to-month,99.8,442.85,Fiber optic,0,0,1,3.33
5419-JKZNQ,0,30,Month-to-month,77.9,2351.45,Fiber optic,0,0,0,2.6
5419-JPRRN,1,1,Month-to-month,101.45,101.45,Fiber optic,0,0,1,3.38
5419-KLXBN,1,25,Month-to-month,89.15,2257.75,Fiber optic,0,0,1,2.97
5423-BHIXO,0,32,Month-to-month,54.2,1739.6,DSL,0,0,0,1.81
5424-RLQLC,0,10,Month-to-month,59.65,638.95,DSL,0,0,0,1.99
5429-LWCMV,0,12,Month-to-month,89.15,1057.55,Fiber optic,0,0,0,2.97
5433-KYGHE,0,14,Month-to-month,86.0,1164.05,Fiber optic,1,1,0,2.87
5438-QMDDL,0,19,Month-to-month,59.8,1130.85,DSL,0,0,0,1.99
5439-WIKXB,0,41,Month-to-month,94.55,3851.45,Fiber optic,0,0,0,3.15
5440-FLBQG,1,69,Two year,108.4,7318.2,Fiber optic,0,1,1,3.61
5440-VHLUL,0,69,One year,105.2,7386.05,Fiber optic,0,1,0,3.51
5442-BHQNG,0,2,Month-to-month,70.35,139.25,Fiber optic,0,0,0,2.34
5442-BXVND,0,33,Month-to-month,24.25,838.5,No,0,0,0,0.81
5442-PPTJY,0,12,Two year,19.7,258.35,No,0,0,0,0.66
5442-UTCVD,1,3,Month-to-month,91.85,257.05,Fiber optic,0,0,1,3.06
5442-XSDCW,1,11,Month-to-month,79.5,868.5,Fiber optic,0,0,0,2.65
5443-SCMKX,0,58,One year,94.3,5610.15,Fiber optic,0,0,1,3.14
5445-GLVOT,0,22,Month-to-month,49.8,1049.05,DSL,1,0,0,1.66
5445-PZWGX,1,62,One year,102.0,6529.25,Fiber optic,1,1,0,3.4
5445-UTODQ,1,7,Month-to-month,81.1,576.65,Fiber optic,0,0,0,2.7
5446-DKWYW,0,61,One year,65.2,3965.05,DSL,0,0,1,2.17
5447-VYTKW,0,27,Month-to-month,53.45,1461.45,DSL,1,1,0,1.78
5447-WZAFP,0,53,One year,100.3,5200.8,Fiber optic,0,0,1,3.34
5448-VWNAM,0,19,Month-to-month,75.9,1375.6,DSL,1,1,0,2.53
5449-FIBXJ,1,19,Month-to-month,103.3,2012.7,Fiber optic,0,1,1,3.44
5451-MHQOF,0,56,One year,24.45,1431.65,No,0,0,0,0.82
5451-YHYPW,0,72,Two year,115.75,8443.7,Fiber optic,1,1,1,3.86
5453-AXEPF,0,17,Month-to-month,80.5,1336.9,Fiber optic,0,0,0,2.68
5453-YBTWV,0,70,Two year,101.1,6994.8,Fiber optic,1,1,1,3.37
5456-ITGIC,0,72,Two year,64.45,4641.1,DSL,1,1,1,2.15
5457-COLHT,0,69,Two year,80.65,5542.55,DSL,1,1,0,2.69
5458-CQJTA,1,65,Two year,74.8,4820.15,DSL,1,1,0,2.49
5461-QKNTN,0,43,Month-to-month,94.3,3953.15,Fiber optic,0,1,0,3.14
5465-BUBFA,0,41,Two year,19.3,772.4,No,0,0,0,0.64
5468-BPMMO,0,46,Month-to-month,19.6,851.2,No,0,0,0,0.65
5469-CTCWN,1,61,One year,106.0,6547.7,Fiber optic,1,0,0,3.53
5469-NUJUR,0,19,Two year,19.95,373.5,No,0,0,0,0.66
5472-CVMDX,0,68,Two year,38.9,2719.2,DSL,1,1,1,1.3
5473-KHBPS,0,52,One year,95.7,4976.15,Fiber optic,0,0,1,3.19
5474-LAMUQ,0,24,One year,20.1,533.9,No,0,0,0,0.67
5478-JJVZK,0,33,Month-to-month,60.9,2033.85,DSL,1,0,0,2.03
5480-HPRRX,1,3,Month-to-month,25.3,77.75,DSL,0,0,0,0.84
5480-TBGPH,1,24,Month-to-month,99.3,2431.35,Fiber optic,0,0,1,3.31
5480-XTFFL,0,31,Two year,21.0,697.7,No,0,0,0,0.7
5481-NTDOH,0,67,One year,107.05,7142.5,Fiber optic,1,0,1,3.57
5482-NUPNA,1,4,Month-to-month,60.4,272.15,DSL,1,1,0,2.01
5482-PLVPE,1,2,Month-to-month,24.35,41.85,DSL,0,0,0,0.81
